,productID,productCode,modelID
10690,114312,42410M041002,102
10691,114313,42245F112002,69
10692,114314,42245F117002,314
10693,114315,42245F103001,314
10697,114318,42245F121002,69
10698,114319,42245F118001,69
10699,114320,42410M041003,102
10700,114321,42410M055003,102
10701,114322,42245F110002,69
10702,114323,42245F110003,69
10704,114326,42410M029001,102
10705,114326,42410M029001,355
10706,114327,42410M028001,102
10710,114333,42459F112003,69
10711,114336,42459F112005,69
10712,114337,42459F123002,69
10713,114341,42459F103004,69
10714,114344,42459F096006,69
10716,114346,42245F113005,69
10717,114358,42506F117002,69
10718,114359,42506F117003,69
10719,114360,42506F123001,69
10721,114364,42506F113002,69
10722,114365,42506F113003,69
10723,114366,42506F113004,69
10724,114371,42381M057005,355
10725,114400,42389F075001,69
10726,114401,42100F123003,69
10729,114406,42444F117002,69
10730,114415,42444F113012,69
10731,114416,42444F113013,69
10732,114421,42382F072001,69
10733,114439,42252F097003,69
10734,114440,42252F123002,69
10735,114442,42252F123004,69
10737,114446,42252F123005,69
10738,114447,42252F105002,69
10740,114464,42168F096002,314
10741,114465,42168F112008,314
10742,114467,42168F113008,314
10744,114472,42168F112009,314
10745,114475,42168F115004,69
10746,114476,42168F098002,314
10747,114479,42397M057003,322
10751,114489,42387F112013,69
10752,114491,42387M040014,355
10754,114498,42387F097006,69
10756,114501,42387M030003,355
10757,114502,42387M021004,355
10758,114503,42387M055020,139
10759,114504,42387M055021,139
10760,114505,42387M055022,355
10763,114513,42387M055024,355
10764,114517,42387F112015,69
10765,114518,42387F112016,69
10766,114519,42387F112017,69
10767,114520,42387F096007,69
10768,114536,42387F117015,69
10769,114537,42387F122001,69
10770,114548,42387F123042,69
10772,114552,42350F097001,69
10773,114552,42350F097001,361
10774,114554,42350F103001,69
10775,114560,42605F122001,69
10776,114571,42350F117002,69
10777,114572,42350F099010,314
10778,114573,42350F099011,69
10779,114574,42350F113005,69
10780,114575,42350F123003,69
10781,114576,42350F123004,69
10784,114595,42232F118003,69
10785,114599,42232F122002,69
10786,114641,42607M041001,102
10787,114642,42607M041002,102
10788,114643,42607M041003,102
10789,114644,42607M057001,102
10790,114648,42607M012002,355
10791,114649,42129F099014,69
10792,114653,42607M009001,102
10794,114656,42129F097003,69
10795,114657,42607M045002,102
10796,114659,42607M036001,355
10797,114661,42607M021001,102
10799,114663,42129F096010,69
10801,114665,42607M021003,102
10803,114668,42607M040001,102
10805,114670,42607M032001,102
10806,114671,42129F117005,69
10807,114672,42607M029001,102
10808,114673,42129F112003,69
10810,114678,42129F122005,69
10811,114679,42129F110001,69
10813,114685,42387F113007,69
10814,114690,42129F123015,69
10815,114691,42129F123016,69
10816,114693,42129F113004,69
10817,114693,42129F113004,329
10818,114693,42129F113004,361
10821,114718,42129F073008,69
10823,114724,42232F075008,69
10824,114760,42190F106003,69
10825,114762,42449F117001,69
10827,114764,42449F113001,69
10828,114765,42449F113002,69
10830,114767,42449F110001,314
10831,114768,42449F123002,69
10834,114774,42449F123004,314
10835,114775,42449F109002,314
10836,114780,42148F096003,314
10837,114783,42148F109001,314
10838,114787,42148F109004,314
10839,114788,42278F112005,314
10842,114791,42278F112008,69
10843,114794,42278F096002,69
10845,114796,42278F123007,314
10846,114797,42278F123008,314
10847,114798,42278F097003,314
10849,114800,42278F117004,69
10850,114801,42278F103003,69
10851,114802,42278F123009,314
10852,114804,42278F124001,314
10853,114805,42278F109004,69
10854,114805,42278F109004,314
10855,114811,42148F085009,69
10856,114811,42148F085009,314
10859,114816,42148F122004,69
10860,114819,42138F125002,69
10862,114834,42232F122003,69
10864,114837,42232F112002,69
10867,114843,42381F097004,69
10870,114850,42381F112005,69
10872,114854,42381F103006,69
10875,114864,42232F097006,69
10877,114867,42232F097007,69
10878,114868,42232F096008,69
10879,114869,42232F116004,69
10880,114870,42232F116005,69
10883,114884,42417F117006,69
10884,114887,42417F122001,69
10886,114894,42417F117008,69
10889,114897,42505M055001,139
10890,114899,42505M040002,139
10891,114900,42505M055002,139
10892,114901,42505M036001,139
10894,114904,42505M032002,139
10897,114922,42571F097004,69
10898,114923,42571F097005,69
10899,114923,42571F097005,314
10900,114926,42571F096004,69
10901,114926,42571F096004,314
10902,114927,42571F096005,69
10903,114927,42571F096005,314
10904,114929,42571F097008,69
10907,115084,42254F109005,314
10909,115086,42254F117001,314
10910,115087,42254F117002,314
10912,115090,42254F112005,314
10914,115138,42338F123005,69
10916,115140,42338F103004,314
10917,115141,42338F097003,69
10918,115144,42471F096010,69
10922,115148,42471F125001,69
10923,115150,42471F103010,69
10924,115150,42471F103010,314
10925,115151,42471F096011,69
10926,115152,42397F109001,69
10927,115153,42338F112004,69
10928,115154,42338F123007,314
10930,115157,42397F122001,69
10933,115159,42471F103011,314
10934,115161,42397F123004,69
10939,115176,42471F122006,69
10940,115177,42471F103013,69
10943,115180,42471F123014,69
10944,115188,42471F123017,69
10945,115188,42471F123017,314
10946,115193,42471F117006,69
10947,115196,42471F109012,69
10948,115197,42471F117007,69
10949,115197,42471F117007,314
10950,115198,42471F106001,69
10951,115198,42471F106001,314
10952,115199,42471F095002,69
10953,115199,42471F095002,314
10954,115200,42471F112007,69
10955,115200,42471F112007,314
10958,115205,41539M041014,102
10959,115216,42596F106002,69
10961,115238,42405F117001,151
10962,115238,42405F117001,314
10963,115239,42405F097001,151
10964,115239,42405F097001,314
10965,115240,42405F109001,151
10966,115240,42405F109001,314
10967,115242,42405F096001,151
10968,115242,42405F096001,314
10969,115243,42405F103001,69
10970,115245,42405F109003,69
10971,115246,42117M030001,355
10972,115249,42278F097004,69
10973,115250,42117M041001,393
10974,115251,42117M053001,355
10975,115253,42117M041002,355
10977,115255,42405F123001,69
10978,115256,42117M040001,355
10980,115261,42117M041003,355
10982,115263,42117M029001,393
10983,115265,42117M040002,355
10984,115266,42117M055001,355
10985,115268,42278F123010,69
10986,115269,42278F114002,69
10987,115270,42278F117006,69
10988,115273,42278F112009,69
10990,115277,42278F117007,69
10991,115278,42278F123011,69
10992,115279,42278F109006,314
10993,115281,42117M028001,355
10994,115282,42117M030004,355
10995,115283,42278F124002,314
10996,115284,42278F123012,314
10997,115285,42278F123013,314
10998,115286,42278F113012,69
11000,115307,42117M021001,355
11001,115308,42117M021002,355
11002,115309,42117M021003,355
11003,115356,42553F096001,69
11004,115360,42553F123001,69
11006,115363,42553F109003,69
11007,115364,42553F112001,69
11008,115365,42553F112002,69
11010,115369,42553F113002,69
11012,115372,42553F117002,69
11013,115377,42553F109004,69
11016,115419,42459F117005,69
11017,115428,42381F117005,69
11018,115431,42381F112008,69
11021,115435,42477F110001,69
11023,115450,42571M030004,102
11024,115462,42571M030015,102
11025,115483,42571M030033,102
11028,115494,42405F103002,69
11029,115495,42405F123002,69
11031,115498,42609F123002,69
11032,115499,42609F123003,69
11033,115501,42609F121001,69
11034,115504,42609F112003,69
11035,115515,42507F109001,69
11036,115515,42507F109001,314
11037,115518,42507F109004,69
11038,115518,42507F109004,314
11043,115525,42507F112002,69
11044,115525,42507F112002,314
11045,115530,42507F122001,69
11046,115530,42507F122001,314
11047,115533,42507F123002,69
11048,115533,42507F123002,314
11051,115536,42507F099003,69
11052,115536,42507F099003,314
11053,115541,42507F096002,69
11054,115541,42507F096002,314
11057,115544,42507F096003,69
11058,115544,42507F096003,314
11059,115549,42418F117005,69
11060,115551,42418F095004,314
11062,115554,42418F123004,69
11063,115555,42418F109006,69
11064,115555,42418F109006,361
11065,115558,42418F097005,314
11067,115560,42418F099006,69
11068,115562,42443F117006,69
11069,115563,42443F117007,69
11070,115564,42418F109008,69
11072,115566,42443F110001,69
11073,115570,42443F117008,69
11074,115573,42418F097006,314
11075,115577,42418F112007,69
11077,115581,42418F117008,69
11078,115583,42418F117010,69
11079,115585,42443F117010,69
11080,115590,42418F097009,314
11081,115592,42443F123016,69
11082,115593,42418F099008,69
11083,115594,42418F103003,69
11084,115595,42418F123005,69
11086,115601,42418F123007,314
11087,115602,42418F123008,314
11090,115609,42368F097003,314
11091,115611,42368F113002,69
11092,115612,42368F123007,69
11093,115612,42368F123007,361
11094,115613,42368F117006,314
11095,115614,42368F117007,69
11096,115614,42368F117007,361
11097,115615,42368F123008,69
11098,115615,42368F123008,361
11099,115616,42604F096001,69
11100,115618,42405F097002,151
11101,115618,42405F097002,314
11103,115625,42608F123001,69
11104,115626,42608F103001,69
11105,115627,42608F123002,69
11107,115629,42608F122001,69
11108,115631,42608F097001,314
11109,115632,42608F112002,69
11110,115640,42444F117003,69
11112,115650,42604F096005,69
11113,115651,42604F096006,69
11114,115652,42604F097003,69
11116,115655,42573F096002,314
11117,115656,42573F096003,69
11118,115657,42573F110002,69
11119,115657,42573F110002,361
11120,115658,42573F103003,69
11121,115662,42573F110003,314
11122,115664,42573F096005,69
11123,115665,42573F122001,69
11124,115665,42573F122001,361
11125,115666,42573F125001,69
11126,115666,42573F125001,361
11127,115668,42573F112001,69
11129,115671,42573F117003,69
11130,115671,42573F117003,314
11131,115672,42573F123001,69
11133,115677,42604F096007,69
11134,115687,42597F109007,69
11135,115692,42597F117006,69
11136,115693,42597F112005,69
11137,115693,42597F112005,361
11138,115694,42597F117007,69
11139,115695,42597F109008,69
11140,115696,42597F123002,69
11141,115699,42404F123003,69
11144,115702,42475F103001,69
11145,115703,42475F122002,69
11146,115704,42475F097002,69
11148,115706,42475F117002,69
11151,115715,42535F123007,69
11152,115716,42535F117004,69
11153,115717,42404F109003,69
11154,115719,42535F117005,69
11155,115721,42535F122001,69
11157,115723,42535F097003,69
11158,115732,42379F123003,69
11159,115735,42379F117004,69
11160,115740,42379F126002,69
11161,115742,42379F105003,69
11163,115765,42418F109012,69
11164,115766,42418F121003,314
11165,115770,42338F123009,314
11166,115790,42239F115002,314
11167,115791,42239F117003,314
11168,115792,42239F096002,314
11169,115793,42239F112004,314
11170,115795,42239F109003,314
11171,115796,42239F123003,314
11172,115797,42239F123004,314
11173,115798,42239F109004,314
11174,115799,42239F112005,314
11175,115800,42239F103003,314
11176,115802,42092F112001,69
11177,115803,42092F103001,69
11178,115804,42092F122001,69
11179,115805,42092F117001,151
11181,115809,42609F117004,69
11182,115811,42092F096001,69
11183,115812,42092F112002,314
11184,115815,42608F117001,69
11185,115816,42414F123003,69
11186,115817,42414F096001,69
11187,115818,42539F123002,69
11188,115821,42539F123005,69
11189,115824,42539F113001,69
11190,115825,42539F113002,69
11191,115826,42539F113003,69
11192,115827,42539F113004,69
11193,115829,42539F113006,69
11194,115830,42539F113007,69
11195,115831,42539F113008,69
11196,115834,42539F117001,69
11199,115838,42539F106002,69
11200,115840,42092F109003,69
11202,115844,42092F123002,314
11203,115845,42092F113001,314
11204,115848,42607F085001,69
11205,115850,42607F112001,69
11207,115852,42607F099001,69
11208,115854,42607F113003,69
11212,115859,42607F117001,69
11214,115865,42507F109005,69
11215,115865,42507F109005,314
11219,115881,42442F098001,69
11220,115882,42442F096002,69
11221,115883,42442F113001,69
11222,115884,42442F122001,69
11223,115887,42161F096001,69
11226,115889,42161F097001,69
11227,115889,42161F097001,314
11228,115890,42161F105001,69
11232,115896,42161F117001,69
11234,115919,42251F123005,314
11235,115920,42251F117007,69
11236,115921,42251F109003,314
11237,115922,42251F122001,314
11238,115923,42251F095004,314
11239,115924,42251F103007,314
11241,115929,42251F113002,69
11242,115931,42251F085007,314
11244,115933,42251F095006,314
11245,115939,42251F113003,314
11246,115940,42597F122001,69
11247,115940,42597F122001,314
11249,115958,42570F123001,69
11250,115960,42570F096001,69
11251,115961,42570F112001,69
11252,115982,42404F085002,151
11256,116022,42553F096003,69
11257,116024,42553F112003,69
11258,116026,42553F103001,69
11259,116031,42553F113004,69
11260,116031,42553F113004,361
11261,116041,42553F109006,69
11264,116047,42570F113001,69
11265,116051,42570F105001,69
11266,116052,42570F123002,69
11269,116057,42570F113002,69
11270,116069,42570F125001,69
11271,116072,42570F105002,69
11272,116073,42570F099001,69
11273,116077,42570F112002,69
11274,116082,42570F118001,69
11275,116086,42570F113003,69
11277,116088,42570F113005,69
11279,116091,41610M041002,102
11280,116100,41610M041003,102
11281,116104,41610M057001,102
11282,116106,41610M038001,102
11283,116107,41610M038002,102
11285,116113,41610M042001,102
11286,116114,41261M036003,102
11287,116115,41610M036001,102
11288,116116,41610M036002,102
11289,116122,41610M030001,102
11296,116155,42544F099001,69
11297,116158,42544F096001,69
11298,116161,42544F113001,314
11301,116169,42544F113004,69
11304,116172,42544F109001,314
11305,116214,42536F112005,69
11306,116215,42536F109002,69
11308,116218,42536F097003,69
11310,116241,42553F109007,69
11311,116242,42449F117005,69
11312,116245,42467M055001,139
11313,116248,42467M030003,139
11315,116250,42467M054001,139
11316,116257,42583M041002,3
11317,116257,42583M041002,364
11318,116258,42583M041003,3
11319,116259,42583M030001,102
11320,116261,42583M030002,102
11321,116265,42583M040001,3
11322,116265,42583M040001,364
11323,116269,42583M040003,102
11324,116270,42583M045001,3
11325,116270,42583M045001,364
11326,116271,42583M036001,3
11327,116272,42583M036002,3
11328,116272,42583M036002,364
11329,116274,42583M038001,102
11332,116279,41611M036001,102
11333,116280,41611M045001,102
11334,116281,41611M040001,102
11336,116286,42161F096003,69
11337,116287,42161F103001,69
11339,116290,41611M036002,102
11340,116295,42259F113012,69
11342,116298,42259F115005,69
11343,116300,42259F123020,314
11344,116301,42259F109012,314
11345,116303,42129M040003,102
11346,116304,42129M040004,102
11347,116304,42129M040004,364
11348,116306,42129M030003,102
11349,116306,42129M030003,355
11350,116306,42129M030003,364
11351,116309,42129M041004,102
11352,116314,42129M041006,102
11353,116314,42129M041006,355
11354,116315,42129M036007,102
11355,116315,42129M036007,355
11356,116315,42129M036007,364
11358,116319,42129M040005,355
11359,116323,42129M040006,102
11363,116327,42129M029011,139
11365,116334,42129M012002,355
11366,116336,42517F123002,314
11367,116337,42129M002001,139
11368,116341,42129M055017,355
11369,116344,42129M055018,355
11370,116346,42259F109017,69
11371,116348,42259F109019,69
11372,116358,42129M055019,102
11373,116358,42129M055019,364
11374,116359,42259F109020,314
11376,116367,42129M021006,102
11377,116371,42129M021007,102
11378,116372,42259F099004,69
11379,116373,42259F085006,314
11380,116374,42259F113018,69
11381,116375,42129M021008,102
11383,116381,42259F115007,314
11384,116382,42259F122001,69
11385,116385,42259F095002,69
11386,116386,42259F103004,69
11387,116387,42259F097007,69
11388,116392,42259F113019,69
11389,116393,42259F112010,314
11390,116396,41582M045007,102
11391,116398,41582M030002,102
11394,116400,41582M036002,102
11395,116400,41582M036002,320
11396,116401,41582M045008,102
11397,116401,41582M045008,320
11400,116404,41582M040009,102
11401,116404,41582M040009,320
11402,116406,42251F117009,69
11403,116407,41582M028006,3
11404,116407,41582M028006,102
11405,116416,41582M041010,3
11406,116416,41582M041010,102
11407,116417,41582M058002,3
11408,116417,41582M058002,102
11409,116418,42449F109003,69
11410,116431,42259F085008,69
11411,116432,42259F106010,69
11412,116444,42509F097001,69
11413,116445,42509F097002,69
11414,116447,42509F097003,69
11415,116448,42509F109001,69
11417,116455,42537F097001,314
11418,116456,42537F095001,314
11419,116458,42553F109008,69
11421,116460,42537F097002,314
11422,116461,42537F123001,314
11423,116462,42537F103002,314
11425,116464,42537F117001,314
11426,116465,42553F117005,69
11428,116467,42553F117007,69
11429,116468,42537F117002,314
11430,116469,42537F123002,69
11431,116472,42505F117001,314
11433,116474,42505F123001,314
11434,116475,42505F096001,314
11435,116476,42505F103001,314
11437,116478,42505F117002,69
11438,116479,42505F096002,314
11440,116485,42505F109002,69
11441,116486,42505F123004,69
11442,116487,42505F072001,314
11443,116518,42488F109002,69
11444,116521,42488F117002,69
11445,116522,42488F097004,69
11446,116523,42488F103009,69
11447,116533,42410F103001,69
11448,116534,42410F105002,69
11449,116542,42410F123001,69
11450,116543,42410F122001,69
11451,116544,42410F113001,69
11452,116545,42410F096001,69
11455,116555,42410F095001,69
11456,116556,42410F117001,69
11457,116557,42410F109001,69
11458,116558,42410F109002,69
11460,116561,42547F123004,69
11462,116563,42547F112003,69
11465,116566,42547F109001,69
11466,116567,42547F113004,69
11468,116569,42547F113006,69
11469,116583,42614F123001,314
11470,116584,42614F117001,314
11471,116585,42614F123002,314
11472,116587,42614F097001,314
11473,116588,42614F097002,314
11474,116589,42614F123003,314
11476,116592,42614F123005,314
11477,116594,42614F112001,314
11479,116600,42614F113001,314
11480,116603,41608F103001,69
11481,116604,41608F113001,69
11482,116605,41608F123001,69
11483,116606,41608F123002,69
11484,116607,41608F112001,69
11485,116608,41608F117001,69
11486,116609,41608F112002,69
11487,116611,41129M030005,102
11489,116615,41129M040005,102
11490,116617,41129M044003,102
11492,116626,41129M021011,102
11493,116628,41129M041019,102
11494,116635,41129F097006,69
11495,116637,41129F123012,69
11496,116638,41129F109009,69
11497,116638,41129F109009,329
11502,116647,41129F123015,69
11503,116649,41129F109013,69
11505,116652,41129F109014,69
11506,116653,41129F109015,69
11507,116655,41129F109016,69
11508,116659,41129F109017,69
11509,116660,41129F109018,69
11510,116661,41129F109019,69
11511,116662,41129F109020,69
11512,116665,41129F118013,69
11513,116670,41129F109022,69
11515,116673,41129F123017,69
11516,116674,41129F085018,69
11517,116676,41129F085019,69
11519,116684,42379F117005,69
11520,116705,42544F096002,69
11522,116812,42610M057001,102
11523,116813,42610M038001,102
11525,116816,42276F123001,69
11528,116819,42276F109002,69
11529,116820,42276F118002,69
11530,116821,42610M029002,102
11532,116823,42610M041001,102
11534,116826,42610M030001,102
11536,116828,42610M012001,102
11537,116829,42610M012002,102
11538,116832,41276F112001,69
11539,116836,41276F105001,69
11540,116841,41276F113003,69
11541,116846,41276F113006,69
11542,116847,41129F112007,69
11543,116849,41129F109024,69
11544,116850,41129F113011,69
11545,116851,41129F103018,69
11546,116852,41129F113012,69
11547,116853,41129F103019,69
11549,116867,42520F123003,314
11550,116868,42520F123004,314
11551,116869,42488F097005,69
11552,116872,42488F103010,69
11553,116873,42488F096003,69
11554,116878,41261F097001,69
11557,116882,41261F103003,69
11558,116887,42129F115003,69
11559,116888,42129F115004,69
11562,116892,42129F096011,69
11563,116893,42129F097006,69
11564,116894,42129F096012,69
11565,116895,42129F097007,69
11566,116903,41520F123002,69
11567,116933,41619M057001,355
11568,116934,41619M057002,355
11569,116939,41619M057004,355
11571,116942,41619M041002,102
11572,116942,41619M041002,355
11575,116948,41397M032001,102
11577,116950,41397M045003,102
11578,116951,41397M045004,102
11579,116953,41397M036002,102
11580,116954,41397M032002,102
11581,116955,41397M026001,102
11582,116957,41397F109004,69
11583,116958,41397F110001,69
11585,116960,41397F103004,69
11587,116964,41397F103005,69
11589,116968,41397F123003,69
11590,116969,41397F112005,69
11591,116972,42494M030002,393
11592,116974,41397F118007,69
11593,116975,42494M030003,393
11595,116981,42585M031001,322
11596,116982,42585M029001,102
11597,116983,42585M040001,102
11598,116984,42585M038001,413
11599,116986,42585M055001,102
11600,116987,42585M053001,102
11601,116988,42585M036001,322
11602,116996,42129F113010,69
11603,116996,42129F113010,329
11604,116996,42129F113010,361
11607,117001,42129F113014,69
11608,117001,42129F113014,361
11609,117008,42129F123018,69
11610,117011,42515F123001,69
11612,117013,42515F121002,69
11614,117015,42129F123019,69
11615,117015,42129F123019,361
11616,117016,42129F123020,69
11617,117017,42515F113002,69
11618,117018,42515F107001,69
11619,117019,42515F107002,69
11620,117020,42515F107003,314
11621,117021,42515F113003,69
11622,117022,42515F121003,69
11623,117025,42129F103010,69
11624,117025,42129F103010,361
11625,117028,42129F121007,69
11626,117029,42129F123023,69
11627,117030,42129F123024,69
11628,117031,42129F123025,69
11629,117032,42129F123026,69
11630,117033,42129F123027,69
11631,117034,42129F085007,69
11632,117035,42129F085008,69
11633,117036,42129F085009,69
11634,117036,42129F085009,361
11635,117037,42129F085010,69
11636,117037,42129F085010,361
11637,117038,42129F085011,69
11639,117057,42515M029001,102
11640,117058,42515M031001,102
11641,117059,42515M032001,102
11642,117059,42515M032001,355
11643,117061,42515M054001,102
11644,117064,42515M036004,102
11645,117065,42515M054002,102
11646,117086,42581M032002,102
11647,117087,42581M032003,102
11648,117089,42581M030001,102
11649,117091,42581M040001,102
11650,117092,42581M054001,102
11652,117094,42581M055002,102
11653,117095,42581M055003,102
11654,117096,42581M055004,102
11655,117097,42581M041001,102
11656,117099,42581M021001,102
11657,117100,42581M021002,102
11660,117113,42413M026001,102
11661,117118,42413M038001,102
11662,117119,42413M038002,102
11663,117120,42139F085007,69
11664,117120,42139F085007,361
11665,117121,42413M038003,102
11666,117122,42139F123002,69
11667,117122,42139F123002,361
11671,117125,42413M040001,102
11673,117128,42139F085011,69
11674,117128,42139F085011,361
11675,117129,42413M055001,102
11678,117133,42139F123003,69
11679,117134,42413M055002,102
11680,117135,42413M057001,102
11681,117137,42413M029001,102
11684,117140,42413M012002,102
11685,117141,42413M040002,102
11686,117142,42413M054002,102
11688,117144,42413M010002,102
11689,117147,42413M053001,102
11690,117148,42413M038004,102
11692,117151,42583M029001,102
11693,117152,42583M030005,102
11695,117155,42525M040001,102
11696,117156,42525M030001,102
11697,117157,42525M021001,102
11698,117158,42525M012001,102
11699,117159,42525M012002,102
11700,117160,42525M057001,102
11701,117161,42525M057002,102
11702,117162,42525M038001,102
11703,117163,42525M043001,102
11704,117164,42525M045001,102
11705,117167,42525M036001,102
11706,117172,42525M030003,102
11707,117173,42525M030004,102
11709,117179,41442M045003,102
11710,117181,41442M031001,102
11711,117182,41442M055001,102
11712,117183,41442M041005,102
11713,117183,41442M041005,355
11714,117184,41442M030001,102
11715,117185,41442M030002,102
11716,117186,42055F105011,69
11718,117189,42624M028001,102
11724,117193,42624M038002,102
11725,117194,42624M029001,102
11726,117195,42624M029002,102
11727,117196,42624M029003,102
11728,117196,42624M029003,355
11736,117200,42624M029005,102
11737,117201,42624M031002,102
11738,117202,42624M030001,102
11739,117203,42625M032002,393
11740,117205,42625M032004,393
11741,117207,42622M038001,322
11742,117209,42622M029001,322
11743,117210,42625M036003,393
11745,117212,42625M032005,393
11746,117213,42622M036001,102
11749,117219,42622M055002,322
11750,117222,42622M028001,322
11751,117223,42622M036003,322
11752,117224,42622M036004,322
11753,117225,42622M032001,102
11754,117228,42622M055003,102
11755,117230,42622M021001,322
11756,117233,42622M029002,102
11757,117236,42623M032001,355
11759,117240,42622M012001,322
11760,117241,42623M055001,102
11761,117243,42623M036001,102
11762,117245,42623M041001,355
11763,117249,42623M029002,102
11764,117250,42623M029003,102
11765,117252,42623M032002,355
11766,117253,42515F096001,314
11767,117254,42623M057001,355
11768,117255,42623M055002,355
11770,117257,42515F098001,314
11771,117258,42623M036002,355
11772,117259,42515F115001,69
11773,117260,42623M041002,102
11774,117261,42623M041003,102
11775,117262,42623M028001,355
11776,117268,42626M055001,322
11777,117269,42626M055002,322
11779,117273,42626M053002,322
11785,117279,42626M010001,322
11786,117280,42626M012001,322
11787,117281,42413M041003,102
11788,117292,42246F113006,151
11789,117293,42246F113007,151
11790,117310,42245F095001,314
11791,117311,42245F117003,314
11792,117312,42245F117004,314
11793,117313,42245F121003,314
11794,117314,42245F095002,314
11795,117316,42245F112003,314
11796,117347,42611M030001,322
11797,117348,42611M040001,322
11798,117349,42611M045001,322
11799,117350,42611M038001,355
11800,117352,42611M012001,322
11802,117355,42611M057001,322
11803,117360,42611M038002,322
11804,117361,42611M036002,322
11805,117364,42611M054001,322
11806,117401,42126F106002,69
11808,117408,41494M030004,102
11809,117410,41494M029002,102
11810,117423,41444M038005,102
11811,117438,42544F113005,69
11814,117445,42570F075003,69
11815,117447,42168F078024,1063
11816,117452,42168F078027,1063
11818,117466,41387F123023,69
11819,117467,42570F113006,69
11820,117517,42343M041013,102
11822,117522,42343M055022,102
11823,117523,42343M041016,102
11825,117527,42343M055025,102
11826,117528,42343M030004,102
11827,117528,42343M030004,364
11828,117529,42343M055026,102
11829,117531,42343M030006,102
11830,117532,42343M055027,102
11831,117533,42343M030007,102
11832,117536,42343M012005,102
11833,117537,42343M012006,102
11834,117538,42343M012007,102
11835,117539,42343M012008,102
11836,117579,42381F123004,69
11837,117583,42381F125001,69
11838,117611,42078M021018,102
11839,117612,42078M021019,102
11841,117649,42582M053002,393
11843,117651,42582M055002,102
11845,117653,42582M030001,393
11846,117654,42582M041001,393
11847,117655,42582M055003,102
11848,117656,42582M054001,102
11849,117657,42582M057001,102
11850,117658,42582M038001,393
11851,117660,42582M012001,393
11853,117664,42582M021001,393
11854,117691,51115M028001,102
11855,117693,51115M051001,102
11856,117694,51115M040001,102
11857,117699,51115M040004,102
11858,117709,51115M051002,3
11860,117711,51115M051004,3
11861,117713,42629F096001,69
11863,117717,42629F123002,69
11864,117718,42629F117001,69
11866,117723,42629F117003,69
11868,117725,42168F078033,1063
11869,117726,42168F079011,1203
11870,117727,42618F079001,1203
11871,117729,42618F084001,1203
11873,117749,42618F084002,1063
11874,117753,42618F078008,1063
11875,117755,42015F096018,69
11876,117769,41129F113013,69
11879,117771,42618F084005,1203
11882,117785,42343F123007,69
11883,117786,42343F123008,69
11884,117787,42343F097038,69
11885,117790,42343F075002,69
11886,117799,41129M055008,102
11887,117800,42352F113003,69
11889,117811,51111F097001,69
11890,117812,51111F097002,69
11891,117813,51111F097003,69
11892,117814,51111F097004,69
11893,117815,51111F097005,69
11894,117816,51154M036001,355
11897,117820,51154M021001,355
11898,117821,51154M021002,3
11899,117822,51154M040001,355
11900,117823,51154M040002,102
11901,117823,51154M040002,355
11902,117824,51154M055002,102
11903,117824,51154M055002,355
11906,117826,51154M028001,3
11907,117827,51154M045001,3
11908,117829,51154M041001,139
11909,117831,51154M038002,102
11910,117831,51154M038002,355
11911,117835,51111F097007,69
11912,117836,51111F097008,69
11913,117851,51111F098001,69
11914,117852,51001M055001,102
11915,117853,51001M036001,102
11916,117855,51001M055002,102
11918,117857,51001M057001,102
11919,117858,51001M041001,102
11921,117860,51001M041002,102
11922,117861,51001M028001,102
11923,117862,51001M021001,102
11925,117866,51001M021002,102
11926,117867,51001M036002,102
11927,117869,51001M036003,102
11928,117870,51001M021003,102
11929,117871,51001M028002,102
11930,117872,51001M041003,102
11932,117874,51001M041004,102
11933,117876,51001M057002,102
11935,117879,51001M040005,513
11936,117880,51001M030001,102
11937,117881,51001F115001,69
11938,117882,51001F113001,69
11940,117884,51001M056002,102
11941,117885,51001M032001,102
11942,117885,51001M032001,355
11943,117886,51001M036004,102
11944,117887,51001M021005,102
11945,117888,51001F125001,69
11946,117891,51001M038001,102
11947,117892,51001M038002,102
11949,117894,51001M038003,102
11950,117896,51001M055004,102
11953,117899,51001M028003,102
11955,117901,51001M056003,102
11956,117918,51111M030001,102
11957,117918,51111M030001,413
11958,117919,51111M030002,102
11959,117919,51111M030002,413
11960,117920,51111M031001,102
11961,117921,51111M031002,102
11962,117922,51111M030003,102
11963,117922,51111M030003,413
11964,117923,51111M030004,102
11965,117923,51111M030004,413
11966,117924,51111M031003,102
11967,117925,51111M031004,102
11969,117927,51111M053001,102
11970,117927,51111M053001,413
11971,117928,51111M031006,102
11972,117929,51111M057001,102
11973,117929,51111M057001,413
11975,117931,51380M021001,102
11976,117932,51380M021002,102
11977,117933,51380M028001,139
11978,117934,51380M030001,102
11979,117935,51380M031001,102
11980,117936,51380M040001,139
11981,117937,51380M040002,102
11983,117939,51380M040003,102
11984,117940,51380M040004,102
11985,117949,51001F085003,69
11987,117951,51380M053001,102
11988,117954,51380M041001,139
11989,117955,51380M041002,102
11990,117959,51380M057001,102
11991,117962,51380M036001,102
11992,117967,51380M042001,102
11993,117968,51380M041004,102
11996,118024,42387F075008,69
11998,118039,42343F123009,69
11999,118103,51278M055001,102
12000,118203,51278M021001,102
12001,118403,51278M041001,102
12002,118703,51278M045002,102
12003,118803,51278M057001,3
12004,119003,51278M040001,102
12005,119103,51278M021003,102
